#,PR previous,PR,URL previous,URL,Title previous,Title,Content type previous,Content type,Is rendered page previous,Is rendered page,HTTP status code previous,HTTP status code,Organic traffic previous,Organic traffic,Is indexable page previous,Is indexable page,Title patch,Title patch status,Meta description previous,Meta description,Meta description patch,Meta description patch status,H1 previous,H1,H2 previous,H2,No. of content words previous,No. of content words,No. of internal outlinks previous,No. of internal outlinks,No. of external outlinks previous,No. of external outlinks,Page text previous,Page text,Extracted text (raw <body>) (length) previous,Extracted text (raw <body>) (length),Text hash previous,Text hash,First found at previous,First found at
1,,20,,https://gamedravo.com/games/gamepix-tank-arena-steel-battle,,GameDravo | Lightweight Futuristic Browser Games,,text/html,,FALSE,,200,,0,,TRUE,,,,"GameDravo is a lightweight futuristic gaming portal for instant no-download browser games across action, puzzle, arcade, sports, strategy, and mobile play.",,,,GameDravo,,"What is GameDravo?
Game Categories
Why Play on GameDravo?",,350,,19,,0,,<truncated>,,2265,,253933702462469746,,
2,,20,,https://gamedravo.com/games/gamepix-mechangelion-robot-fight,,GameDravo | Lightweight Futuristic Browser Games,,text/html,,FALSE,,200,,0,,TRUE,,,,"GameDravo is a lightweight futuristic gaming portal for instant no-download browser games across action, puzzle, arcade, sports, strategy, and mobile play.",,,,GameDravo,,"What is GameDravo?
Game Categories
Why Play on GameDravo?",,350,,19,,0,,<truncated>,,2265,,253933702462469746,,
3,,20,,https://gamedravo.com/games/gamepix-age-of-tanks-warriors-td-war,,GameDravo | Lightweight Futuristic Browser Games,,text/html,,FALSE,,200,,0,,TRUE,,,,"GameDravo is a lightweight futuristic gaming portal for instant no-download browser games across action, puzzle, arcade, sports, strategy, and mobile play.",,,,GameDravo,,"What is GameDravo?
Game Categories
Why Play on GameDravo?",,350,,19,,0,,<truncated>,,2265,,253933702462469746,,
4,,20,,https://gamedravo.com/games/gamepix-yenemy-io,,GameDravo | Lightweight Futuristic Browser Games,,text/html,,FALSE,,200,,0,,TRUE,,,,"GameDravo is a lightweight futuristic gaming portal for instant no-download browser games across action, puzzle, arcade, sports, strategy, and mobile play.",,,,GameDravo,,"What is GameDravo?
Game Categories
Why Play on GameDravo?",,350,,19,,0,,<truncated>,,2265,,253933702462469746,,
