#,PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Redirect URL,Redirect URL code,Redirect URL patch,Redirect URL patch status,Redirect chain URLs,Redirect chain URLs codes,Is redirect loop,No. of all inlinks,No. of redirect inlinks,First found at
1,0,http://www.gamedravo.com/,,,FALSE,301,0,http://gamedravo.com/,200,,,http://gamedravo.com/,200,FALSE,0,0,
2,0,https://www.gamedravo.com/,,text/html; charset=utf-8,FALSE,301,0,https://gamedravo.com/,200,,,https://gamedravo.com/,200,FALSE,0,0,
